Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristAbduction
 1.660000000000000e+000, 1.602563559904324e-001,-2.258218018598227e-002, 1.861904734122193e-001, 8.712569990251047e-001, 5.748995503649950e-001, 5.045109359119482e-002, 2.654862010350725e-001
 1.670000000000000e+000, 1.428333689503702e-001,-1.998858403175411e-002, 1.761739512617127e-001, 8.616361914302425e-001, 5.668979618956480e-001, 5.417358088552904e-002, 2.661257010991774e-001
 1.680000000000000e+000, 1.253042354862095e-001,-1.719299432655252e-002, 1.660355369042386e-001, 8.499502520358396e-001, 5.574057103052065e-001, 5.920066734332030e-002, 2.658249876841901e-001
 1.690000000000000e+000, 1.079293349414408e-001,-1.425541159700745e-002, 1.558564635085212e-001, 8.362198969690122e-001, 5.467042443977827e-001, 6.538294333331063e-002, 2.645021019094468e-001
 1.700000000000000e+000, 9.092327014559709e-002,-1.120892254886372e-002, 1.457018094967643e-001, 8.205141790477365e-001, 5.352204211104925e-001, 7.254564884155079e-002, 2.621463375100961e-001
 1.710000000000000e+000, 7.444325643906424e-002,-8.058144400672552e-003, 1.356242762409188e-001, 8.029423363787807e-001, 5.234937024031849e-001, 8.049430319827988e-002, 2.588293848559480e-001
 1.720000000000000e+000, 5.858302239763891e-002,-4.788433323542746e-003, 1.256707640110472e-001, 7.836457776911295e-001, 5.120839098664737e-001, 8.902591133087445e-002, 2.547093657180725e-001
 1.730000000000000e+000, 4.336706298767101e-002,-1.374369238676993e-003, 1.158948953065438e-001, 7.627980105651669e-001, 5.014502734206850e-001, 9.795665464269110e-002, 2.500166412952909e-001
 1.740000000000000e+000, 2.875760117559612e-002, 2.199901105194807e-003, 1.063580061936011e-001, 7.406042815715478e-001, 4.918849930780456e-001, 1.071289523769696e-001, 2.450209508471163e-001
 1.750000000000000e+000, 1.465981334295075e-002, 5.935182485465151e-003, 9.713502970392335e-002, 7.173140191000330e-001, 4.834257070261868e-001, 1.164239956725832e-001, 2.399711229046231e-001
 1.760000000000000e+000, 9.360877255846223e-004, 9.809803252017144e-003, 8.831028048760564e-002, 6.932285176590918e-001, 4.758318641893200e-001, 1.257607555391138e-001, 2.350408214174795e-001
 1.770000000000000e+000,-1.257831060800574e-002, 1.378100470818660e-002, 7.997195180287066e-002, 6.686962827784669e-001, 4.686594644852830e-001, 1.350914134099779e-001, 2.303124316793952e-001
 1.780000000000000e+000,-2.605950561619697e-002, 1.779286780534642e-002, 7.220550985455604e-002, 6.440897258339174e-001, 4.614219710813015e-001, 1.443851943037819e-001, 2.258066354806554e-001
 1.790000000000000e+000,-3.968121670319547e-002, 2.178508921693084e-002, 6.508637069900775e-002, 6.197751886748425e-001, 4.537240552299797e-001, 1.536052123119878e-001, 2.215201376452873e-001
 1.800000000000000e+000,-5.359773565094850e-002, 2.569601262446138e-002, 5.867048829518676e-002, 5.960835615293630e-001, 4.453130265373509e-001, 1.626835610686417e-001, 2.174501442296658e-001
 1.810000000000000e+000,-6.793799257417721e-002, 2.946811878007439e-002, 5.299334081674379e-002, 5.733016032931226e-001, 4.360539389667370e-001, 1.715198466821166e-001, 2.135897678218319e-001
 1.820000000000000e+000,-8.279205987244787e-002, 3.304892079771271e-002, 4.806655281658109e-002, 5.516561940950558e-001, 4.259213743290251e-001, 1.799799597112948e-001, 2.099338259735262e-001
 1.830000000000000e+000,-9.820665753784841e-002, 3.639803967510839e-002, 4.388060103108238e-002, 5.313090684898548e-001, 4.149836321144669e-001, 1.879098335108502e-001, 2.064725639256218e-001
 1.840000000000000e+000,-1.141831951847674e-001, 3.949214534734709e-002, 4.040754641074645e-002, 5.123536375177490e-001, 4.033807071256492e-001, 1.951542254398564e-001, 2.031880350069389e-001
 1.850000000000000e+000,-1.306807165812953e-001, 4.232373443927085e-002, 3.760450834629038e-002, 4.948180577085910e-001, 3.912873730521032e-001, 2.015801321824091e-001, 2.000540952373007e-001
 1.860000000000000e+000,-1.476245656992068e-001, 4.489693282503383e-002, 3.541867784521544e-002, 4.786775618885911e-001, 3.788752926942803e-001, 2.070971921838225e-001, 1.970312122646167e-001
 1.870000000000000e+000,-1.649182150882718e-001, 4.722475519200312e-002, 3.379195764165989e-002, 4.638730095619057e-001, 3.662840067641531e-001, 2.116719428524077e-001, 1.940573525588824e-001
 1.880000000000000e+000,-1.824546432320218e-001, 4.932696617847356e-002, 3.266333358268423e-002, 4.503284793977298e-001, 3.536035661729044e-001, 2.153375704075529e-001, 1.910479915928717e-001
 1.890000000000000e+000,-2.001254413448841e-001, 5.122712782309451e-002, 3.196965262479095e-002, 4.379640080668371e-001, 3.408767524189254e-001, 2.181958685305769e-001, 1.879013629113079e-001
 1.900000000000000e+000,-2.178247435887863e-001, 5.295113009032254e-002, 3.164558161426940e-002, 4.266967232839641e-001, 3.280993922240292e-001, 2.204053702060691e-001, 1.845294217672935e-001
 1.910000000000000e+000,-2.354517230133966e-001, 5.452685021230963e-002, 3.162291204629535e-002, 4.164408670896933e-001, 3.152388887149354e-001, 2.221589271699749e-001, 1.808755909748487e-001
 1.920000000000000e+000,-2.529124568928018e-001, 5.598359014120109e-002, 3.182881308386772e-002, 4.071088174663423e-001, 3.022477912715685e-001, 2.236590078596610e-001, 1.769267952134296e-001
 1.930000000000000e+000,-2.701225194337340e-001, 5.735005118523502e-002, 3.218518077827449e-002, 3.986157642187596e-001, 2.890795022411102e-001, 2.250926939520372e-001, 1.727097365620137e-001
 1.940000000000000e+000,-2.870094785054256e-001, 5.865147284671948e-002, 3.261169872612083e-002, 3.908843756311095e-001, 2.757115297272141e-001, 2.266048659452244e-001, 1.682818460879902e-001
 1.950000000000000e+000,-3.035141348338963e-001, 5.990644337933186e-002, 3.303194687595421e-002, 3.838471138595206e-001, 2.621707639983643e-001, 2.282765413905163e-001, 1.637211304375598e-001
 1.960000000000000e+000,-3.195894799700074e-001, 6.112435470004443e-002, 3.337891450293153e-002, 3.774467576476442e-001, 2.485414278765307e-001, 2.301164546507672e-001, 1.591120855660589e-001
 1.970000000000000e+000,-3.351976556859695e-001, 6.230547369857275e-002, 3.359709979944585e-002, 3.716367979321608e-001, 2.349488756211266e-001, 2.320666862631420e-001, 1.545288263379655e-001
 1.980000000000000e+000,-3.503065190342936e-001, 6.344373110808210e-002, 3.364133069509464e-002, 3.663814638854946e-001, 2.215324095712892e-001, 2.340191980878474e-001, 1.500255354659732e-001
 1.990000000000000e+000,-3.648876132800758e-001, 6.452957712916263e-002, 3.347452830149224e-002, 3.616539920189719e-001, 2.084236009365841e-001, 2.358377709167663e-001, 1.456390193889493e-001
 2.000000000000000e+000,-3.789148376293963e-001, 6.555777174854086e-002, 3.306789696682896e-002, 3.574241309843451e-001, 1.957764946552079e-001, 2.373700134996655e-001, 1.414083572593270e-001
 2.010000000000000e+000,-3.923719725227386e-001, 6.650675227950775e-002, 3.239231281666854e-002, 3.536891072070778e-001, 1.836271640642389e-001, 2.385032289147584e-001, 1.373301144458791e-001
 2.020000000000000e+000,-4.052470318094250e-001, 6.737175298371079e-002, 3.142647332312393e-002, 3.504287917717728e-001, 1.720909092108215e-001, 2.391271336619121e-001, 1.334247201731382e-001
 2.030000000000000e+000,-4.175384702332086e-001, 6.814786879106217e-002, 3.015007881164260e-002, 3.476356549131811e-001, 1.612448449867023e-001, 2.391655853119374e-001, 1.296964537362119e-001
 2.040000000000000e+000,-4.292531738577297e-001, 6.883464588255564e-002, 2.854505077222745e-002, 3.453053981030883e-001, 1.511565618386596e-001, 2.385649638311045e-001, 1.261457794446248e-001
 2.050000000000000e+000,-4.404028166330256e-001, 6.943532384701394e-002, 2.659662143675797e-002, 3.434296835389804e-001, 1.418845553112427e-001, 2.372910849762442e-001, 1.227752053712883e-001
 2.060000000000000e+000,-4.510001559284742e-001, 6.994953765221938e-002, 2.429459285838793e-002, 3.420014954327298e-001, 1.334296425281624e-001, 2.353431710177427e-001, 1.195792457131966e-001
 2.070000000000000e+000,-4.610475338272149e-001, 7.039703517270217e-002, 2.165092092009449e-002, 3.409741199680839e-001, 1.258973184962807e-001, 2.327067614990872e-001, 1.166000430812543e-001
 2.080000000000000e+000,-4.705373953963870e-001, 7.077902037993092e-002, 1.870210807565404e-002, 3.403172478477760e-001, 1.192593745983907e-001, 2.294255053861589e-001, 1.138417071377718e-001
 2.090000000000000e+000,-4.794358901865146e-001, 7.109761934877901e-002, 1.553713366699895e-002, 3.399771790147912e-001, 1.135185077055096e-001, 2.255561958431187e-001, 1.113178883657809e-001
 2.100000000000000e+000,-4.876731187962695e-001, 7.134726865256263e-002, 1.231002839747145e-002, 3.398828801624761e-001, 1.086835282070961e-001, 2.211782173867853e-001, 1.090374632369330e-001
 2.110000000000000e+000,-4.951411614021526e-001, 7.151335719953715e-002, 9.235063761719927e-003, 3.399483054585294e-001, 1.047699426145035e-001, 2.163942614284262e-001, 1.070005812498548e-001
 2.120000000000000e+000,-5.017073697500250e-001, 7.157514958583271e-002, 6.557680382694196e-003, 3.400787867467531e-001, 1.017950575446859e-001, 2.113309245627737e-001, 1.051971832330908e-001
 2.130000000000000e+000,-5.072380482856969e-001, 7.151237563342797e-002, 4.513716857182392e-003, 3.401792736214597e-001, 9.977304139742077e-002, 2.061357185118848e-001, 1.036124994540831e-001
 2.140000000000000e+000,-5.116197440588042e-001, 7.131190399726357e-002, 3.295527250826496e-003, 3.401629368210862e-001, 9.870672642308438e-002, 2.009715621122288e-001, 1.022344256850578e-001
 2.150000000000000e+000,-5.147698567915748e-001, 7.097219568062273e-002, 3.033265919470077e-003, 3.399595006717421e-001, 9.857836328798758e-002, 1.960124321787213e-001, 1.010546833618060e-001
 2.160000000000000e+000,-5.166371916822161e-001, 7.050530477859947e-002, 3.788811420119906e-003, 3.395237693314893e-001, 9.934682183869820e-002, 1.914400279298782e-001, 1.000644542948251e-001
 2.170000000000000e+000,-5.171961134801018e-001, 6.993633466830912e-002, 5.557837806461218e-003, 3.388432176517984e-001, 1.009512934638508e-001, 1.874375799487829e-001, 9.925107141321066e-002
 2.180000000000000e+000,-5.164373300311991e-001, 6.930033575255695e-002, 8.277472432935277e-003, 3.379417578983405e-001, 1.033172212160840e-001, 1.841784683485630e-001, 9.859764915095458e-002
 2.190000000000000e+000,-5.143586113347805e-001, 6.863787185771296e-002, 1.183674902516251e-002, 3.368795006042202e-001, 1.063621909077945e-001, 1.818103518225094e-001, 9.808370390682589e-002
 2.200000000000000e+000,-5.109590651571070e-001, 6.799062711754275e-002, 1.608640897351388e-002, 3.357502926583485e-001, 1.100012574223167e-001, 1.804376089807707e-001, 9.768667407567085e-002
 2.210000000000000e+000,-5.062395128189490e-001, 6.739720391154114e-002, 2.084817309440644e-002, 3.346773400620605e-001, 1.141522491458313e-001, 1.801065520553669e-001, 9.738538030941574e-002
 2.220000000000000e+000,-5.002085814662678e-001, 6.688961135570472e-002, 2.592811418350935e-002, 3.338076349471596e-001, 1.187396293577106e-001, 1.807982420964891e-001, 9.716599974953825e-002
 2.230000000000000e+000,-4.928904190230963e-001, 6.649090730412444e-002, 3.113672404428289e-002, 3.333059482846918e-001, 1.236947947489692e-001, 1.824315086669706e-001, 9.703137001314670e-002
 2.240000000000000e+000,-4.843290771826481e-001, 6.621311968637245e-002, 3.631209164319700e-002, 3.333463249994938e-001, 1.289574877192271e-001, 1.848726441332291e-001, 9.701154545642031e-002
 2.250000000000000e+000,-4.745872361248897e-001, 6.605545177793140e-002, 4.134008823639690e-002, 3.340990940489403e-001, 1.344859590492779e-001, 1.879459433339901e-001, 9.716941024686697e-002
 2.260000000000000e+000,-4.637396370769784e-001, 6.600379119896155e-002, 4.616662892242976e-002, 3.357141139714964e-001, 1.402733037341549e-001, 1.914452506656692e-001, 9.760017523121475e-002
 2.270000000000000e+000,-4.518628136195653e-001, 6.603127083682037e-002, 5.079909135525698e-002, 3.383021380774302e-001, 1.463602021155216e-001, 1.951491880834735e-001, 9.842878396571798e-002
 2.280000000000000e+000,-4.390239238596108e-001, 6.609903752859436e-002, 5.529668699819767e-002, 3.419181475195128e-001, 1.528383408080484e-001, 1.988387727554128e-001, 9.980238675687299e-002
 2.290000000000000e+000,-4.252728035856950e-001, 6.615809436132854e-002, 5.975261589196108e-002, 3.465536981544619e-001, 1.598422168763476e-001, 2.023140524385167e-001, 1.018727829469972e-001
 2.300000000000000e+000,-4.106400319071764e-001, 6.615405812084839e-002, 6.427360211638628e-002, 3.521427383805640e-001, 1.675299776139984e-001, 2.054085332292659e-001, 1.047739935990260e-001
 2.310000000000000e+000,-3.951400222699553e-001, 6.603452791877762e-002, 6.896297243200632e-002, 3.585775224763816e-001, 1.760571257423377e-001, 2.080039706500905e-001, 1.086026311349711e-001
 2.320000000000000e+000,-3.787756938885238e-001, 6.575661157810679e-002, 7.391030523440420e-002, 3.657275147929500e-001, 1.855473016786607e-001, 2.100471105752486e-001, 1.134013166169699e-001
 2.330000000000000e+000,-3.615421753594006e-001, 6.529289120247046e-002, 7.918635303584072e-002, 3.734563786293573e-001, 1.960658081855838e-001, 2.115645835792628e-001, 1.191451461607143e-001
 2.340000000000000e+000,-3.434287608889044e-001, 6.463983634534105e-002, 8.484174569718064e-002, 3.816289825035462e-001, 2.076295361105672e-001, 2.126615574424855e-001, 1.257457995494254e-001
 2.350000000000000e+000,-3.244268093389604e-001, 6.379848403246620e-002, 9.090162445585752e-002, 3.901470645160519e-001, 2.200806955178846e-001, 2.135457653916846e-001, 1.330113133815055e-001
 2.360000000000000e+000,-3.045289586212159e-001, 6.279955299441042e-002, 9.737881840607261e-002, 3.989084725414068e-001, 2.332962837129047e-001, 2.144429666061463e-001, 1.407292804279367e-001
 2.370000000000000e+000,-2.837403651613224e-001, 6.167357782691006e-002, 1.042738849721605e-001, 4.078339108299973e-001, 2.470757396559581e-001, 2.155941212265828e-001, 1.486414135742247e-001
 2.380000000000000e+000,-2.620834749621486e-001, 6.045166151055774e-002, 1.115805419193004e-001, 4.168532344930843e-001, 2.611985551288994e-001, 2.172063410614338e-001, 1.564870692663334e-001
 2.390000000000000e+000,-2.396007288314923e-001, 5.916433679674289e-002, 1.192863747389054e-001, 4.259021705536042e-001, 2.754364187886372e-001, 2.194246970071441e-001, 1.640305404515048e-001
 2.400000000000000e+000,-2.163528632623888e-001, 5.783672237451937e-002, 1.273719513940149e-001, 4.349256331773397e-001, 2.895336458365158e-001, 2.223221702455716e-001, 1.710723568681816e-001
 2.410000000000000e+000,-1.924076530977774e-001, 5.651344184207290e-002, 1.358153617309783e-001, 4.438490754448897e-001, 3.033640456848558e-001, 2.258646051368627e-001, 1.775000431849796e-001
 2.420000000000000e+000,-1.678437209011903e-001, 5.522055532490750e-002, 1.445850067662419e-001, 4.526263079517405e-001, 3.167241238987902e-001, 2.299660850534293e-001, 1.832182157216830e-001
 2.430000000000000e+000,-1.427430708233968e-001, 5.399062574320031e-002, 1.536439366768017e-001, 4.612171056537548e-001, 3.294876186799113e-001, 2.344707287164483e-001, 1.881771570054093e-001
 2.440000000000000e+000,-1.171917152531852e-001, 5.285359820083270e-002, 1.629487158401972e-001, 4.696013057769440e-001, 3.415489839370199e-001, 2.391836242791678e-001, 1.923423985153329e-001
 2.450000000000000e+000,-9.127870815593187e-002, 5.183512807965768e-002, 1.724516132976307e-001, 4.777789561813669e-001, 3.528117576298521e-001, 2.438955147256143e-001, 1.956880584178360e-001
 2.460000000000000e+000,-6.509511389682854e-002, 5.095398536184678e-002, 1.821034595720393e-001, 4.857662536191620e-001, 3.631859220974781e-001, 2.484078370984695e-001, 1.982003940910038e-001
 2.470000000000000e+000,-3.873321992391099e-002, 5.021931500849222e-002, 1.918550835786756e-001, 4.935897690550762e-001, 3.725933880151413e-001, 2.525525033887648e-001, 1.998818887762943e-001
 2.480000000000000e+000,-1.228696287283748e-002, 4.962976575079642e-002, 2.016574798302944e-001, 5.012821827968889e-001, 3.809760258073648e-001, 2.562038067454246e-001, 2.007496386670317e-001
 2.490000000000000e+000, 1.414584590181400e-002, 4.917443590984879e-002, 2.114624793906949e-001, 5.088810265732909e-001, 3.883023078586239e-001, 2.592833723534826e-001, 2.008321192385341e-001
 2.500000000000000e+000, 4.046051068607115e-002, 4.883395037640611e-002, 2.212241486094854e-001, 5.164293416564116e-001, 3.945681831099133e-001, 2.617596434496334e-001, 2.001721158607918e-001
 2.510000000000000e+000, 6.654386650990452e-002, 4.858132803934789e-002, 2.309002511811220e-001, 5.239768291467284e-001, 3.997912455168538e-001, 2.636424961951400e-001, 1.988355866418043e-001
 2.520000000000000e+000, 9.227583961244590e-002, 4.838365050832864e-002, 2.404539394726714e-001, 5.315811614098305e-001, 4.040092337713985e-001, 2.649708466133351e-001, 1.969160560095531e-001
 2.530000000000000e+000, 1.175341594598596e-001, 4.820471092067356e-002, 2.498557706292589e-001, 5.393081557145432e-001, 4.072921583932478e-001, 2.657920688611053e-001, 1.945278907968481e-001
 2.540000000000000e+000, 1.422002096591313e-001, 4.800733773747240e-002, 2.590848069926451e-001, 5.472292566647066e-001, 4.097593915160125e-001, 2.661415877281883e-001, 1.917949463775042e-001
 2.550000000000000e+000, 1.661632263509967e-001, 4.775412941068294e-002, 2.681270331911028e-001, 5.554187899317622e-001, 4.115843199147655e-001, 2.660348664379686e-001, 1.888411848689994e-001
 2.560000000000000e+000, 1.893221065365882e-001, 4.740725354046633e-002, 2.769713993363785e-001, 5.639538104832550e-001, 4.129791330356946e-001, 2.654715044749101e-001, 1.857819566246803e-001
 2.570000000000000e+000, 2.115861119717710e-001, 4.692901846228991e-002, 2.856057670388086e-001, 5.729144184136185e-001, 4.141681296961259e-001, 2.644394330658959e-001, 1.827174865885611e-001
 2.580000000000000e+000, 2.328749769623895e-001, 4.628360569969366e-002, 2.940140798754806e-001, 5.823815013008832e-001, 4.153643925502264e-001, 2.629121489001736e-001, 1.797319885866369e-001
 2.590000000000000e+000, 2.531184637902850e-001, 4.543916653244731e-002, 3.021745641324986e-001, 5.924315975596540e-001, 4.167570319724528e-001, 2.608454637915525e-001, 1.768960731317419e-001
 2.600000000000000e+000, 2.722563919952248e-001, 4.436973296915031e-002, 3.100588307864609e-001, 6.031302640394194e-001, 4.185047241623673e-001, 2.581832410290568e-001, 1.742703104772972e-001
 2.610000000000000e+000, 2.902392299337018e-001, 4.305723320322492e-002, 3.176322995989329e-001, 6.145263272375554e-001, 4.207308310999741e-001, 2.548696915258422e-001, 1.719105623869558e-001
 2.620000000000000e+000, 3.070272191311769e-001, 4.149379812971946e-002, 3.248560052389370e-001, 6.266491479568729e-001, 4.235237934610450e-001, 2.508585482655055e-001, 1.698727800974453e-001
 2.630000000000000e+000, 3.225862856585922e-001, 3.968283814480691e-002, 3.316891254933163e-001, 6.395091460989781e-001, 4.269466387030159e-001, 2.461159391245720e-001, 1.682141800116418e-001
 2.640000000000000e+000, 3.368811179453446e-001, 3.763749731215966e-002, 3.380914574575481e-001, 6.531003555364057e-001, 4.310510897064688e-001, 2.406207848547144e-001, 1.669929317021929e-001
 2.650000000000000e+000, 3.498680042378255e-001, 3.537727214174095e-002, 3.440254611592059e-001, 6.674034662472335e-001, 4.358879258859670e-001, 2.343670569321632e-001, 1.662684085096504e-001
 2.660000000000000e+000, 3.614912693264627e-001, 3.292373514980892e-002, 3.494574963676300e-001, 6.823874891476076e-001, 4.415062663114606e-001, 2.273690555002728e-001, 1.660992750168024e-001
 2.670000000000000e+000, 3.716854371604208e-001, 3.029590137294122e-002, 3.543571412098788e-001, 6.980086593308708e-001, 4.479392113219272e-001, 2.196660583217824e-001, 1.665402667663593e-001
 2.680000000000000e+000, 3.803790609461883e-001, 2.750890734613906e-002, 3.586931845538258e-001, 7.142087920519269e-001, 4.551839392128123e-001, 2.113195442603746e-001, 1.676409391771404e-001
 2.690000000000000e+000, 3.875132356479052e-001, 2.456648865345619e-002, 3.624307266627603e-001, 7.309072508323325e-001, 4.631733403231641e-001, 2.024127816576469e-001, 1.694393532246946e-001
 2.700000000000000e+000, 3.930339636155629e-001, 2.147668153932223e-002, 3.655220842191519e-001, 7.480049910886389e-001, 4.717850596151918e-001, 1.930364560321807e-001, 1.719554933012026e-001
 2.710000000000000e+000, 3.969075853082211e-001, 1.825036452457584e-002, 3.679065847987870e-001, 7.653770396042775e-001, 4.808471413546622e-001, 1.832879554971707e-001, 1.751830445451078e-001
 2.720000000000000e+000, 3.991175020688658e-001, 1.490874401867569e-002, 3.695118166802936e-001, 7.828751994293275e-001, 4.901678592720989e-001, 1.732608367733046e-001, 1.790887292391618e-001
 2.730000000000000e+000, 3.996565250948696e-001, 1.148524614919311e-002, 3.702595118514396e-001, 8.003344507378825e-001, 4.995586526079799e-001, 1.630401430978663e-001, 1.836162835534469e-001
 2.740000000000000e+000, 3.985168183442649e-001, 8.022864612219049e-003, 3.700732001242533e-001, 8.175798551124659e-001, 5.088450856147589e-001, 1.527069029297796e-001, 1.886950988558117e-001
 2.750000000000000e+000, 3.956831467095805e-001, 4.568805492418482e-003, 3.688853737306663e-001, 8.344290702630335e-001, 5.178732412343060e-001, 1.423453912222368e-001, 1.942498058650900e-001
 2.760000000000000e+000, 3.911315883783237e-001, 1.169179359145181e-003, 3.666430854286029e-001, 8.506901113284145e-001, 5.265191620420875e-001, 1.320457121288099e-001, 2.002066054747988e-001
 2.770000000000000e+000, 3.848342292536624e-001,-2.134584556984819e-003, 3.633110485193858e-001, 8.661563287644550e-001, 5.346971046622882e-001, 1.219026680507382e-001, 2.064969270591420e-001
 2.780000000000000e+000, 3.767706427202642e-001,-5.306876441025676e-003, 3.588707095005543e-001, 8.805992697055556e-001, 5.423612899565653e-001, 1.120157317952317e-001, 2.130605693947395e-001
 2.790000000000000e+000, 3.669444145595111e-001,-8.316288209448663e-003, 3.533157507526675e-001, 8.937617329040907e-001, 5.495043012012197e-001, 1.024918198606077e-001, 2.198465165117985e-001
 2.800000000000000e+000, 3.553992917379423e-001,-1.113216365456417e-002, 3.466476607989638e-001, 9.053562541010272e-001, 5.561523989721082e-001, 9.344863490985556e-002, 2.268072157976385e-001
 2.810000000000000e+000, 3.422289339916289e-001,-1.372161975424743e-002, 3.388754718341791e-001, 9.150719780310075e-001, 5.623538313045110e-001, 8.501490360465214e-002, 2.338866428075355e-001
 2.820000000000000e+000, 3.275776138646445e-001,-1.604908056130901e-002, 3.300203346626744e-001, 9.225883284242603e-001, 5.681643973361030e-001, 7.732420839865983e-002, 2.410077411884359e-001
 2.830000000000000e+000, 3.116353768193014e-001,-1.807915439405249e-002, 3.201206629319773e-001, 9.275921133545152e-001, 5.736365486590958e-001, 7.050183871294236e-002, 2.480640995881858e-001
 2.840000000000000e+000, 2.946248239697165e-001,-1.977771701287672e-002, 3.092314684416199e-001, 9.297971895229666e-001, 5.788087558709980e-001, 6.464840264528737e-002, 2.549210557870366e-001
 2.850000000000000e+000, 2.768021028411074e-001,-2.111755659751122e-002, 2.974224976121386e-001, 9.289574012495087e-001, 5.836986492653468e-001, 5.983310273703446e-002, 2.614190408181203e-001
 2.860000000000000e+000, 2.584454530294436e-001,-2.207517153933308e-002, 2.847734674911500e-001, 9.248780710960778e-001, 5.882964214900921e-001, 5.609169358357202e-002, 2.673875634718734e-001
 2.870000000000000e+000, 2.398493837161906e-001,-2.262854272760728e-002, 2.713707965937320e-001, 9.174208622298221e-001, 5.925652003345358e-001, 5.342895021459304e-002, 2.726560569127488e-001
 2.880000000000000e+000, 2.213142195170097e-001,-2.275464882434024e-002, 2.573043779070406e-001, 9.065085857618770e-001, 5.964475042882591e-001, 5.182550826922672e-002, 2.770564859545407e-001
 2.890000000000000e+000, 2.031160751829442e-001,-2.241912169271664e-002, 2.426603756783628e-001, 8.921356958738214e-001, 5.998824145260523e-001, 5.124730943512823e-002, 2.804269643705720e-001
 2.900000000000000e+000, 1.854969780965796e-001,-2.158407363711690e-002, 2.275287636677178e-001, 8.743791403629027e-001, 6.027980811505792e-001, 5.168145915145783e-002, 2.825974397602613e-001
 2.910000000000000e+000, 1.686284517293386e-001,-2.020400127604426e-002, 2.120057129275570e-001, 8.534117498145631e-001, 6.050932006033504e-001, 5.316118167087747e-002, 2.834056510086916e-001
