Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristAbduction
 1.950000000000000e+000,-5.194196531462869e-002,-2.302813279211497e-002, 2.090165844871270e-001, 8.155438258089218e-001, 6.985251784831649e-001, 1.680153986959918e-001, 3.111643233023658e-001
 1.960000000000000e+000,-4.448382440345755e-002,-2.729812834538933e-002, 2.120977861568613e-001, 8.332783339491641e-001, 7.012830652161273e-001, 1.620840222553652e-001, 3.146290200145196e-001
 1.970000000000000e+000,-3.733588861290005e-002,-3.146544119285479e-002, 2.152396136993219e-001, 8.508364017684561e-001, 7.038670975891417e-001, 1.564624451222221e-001, 3.181127591805219e-001
 1.980000000000000e+000,-3.053540480392791e-002,-3.556068627422047e-002, 2.184469791013483e-001, 8.681899198007054e-001, 7.061507269366086e-001, 1.510780793239503e-001, 3.215188008495146e-001
 1.990000000000000e+000,-2.411221843813949e-002,-3.961184230553529e-002, 2.217158010556830e-001, 8.853000722597255e-001, 7.080273254919013e-001, 1.458390525399460e-001, 3.247658702475695e-001
 2.000000000000000e+000,-1.809143752925491e-002,-4.364117218780278e-002, 2.250368419697365e-001, 9.021081026068623e-001, 7.094435956514513e-001, 1.406676200405974e-001, 3.278204339140287e-001
 2.010000000000000e+000,-1.249564862073083e-002,-4.766981027973927e-002, 2.283976433177157e-001, 9.185349546740910e-001, 7.104114496385205e-001, 1.355090021952818e-001, 3.306933925234951e-001
 2.020000000000000e+000,-7.350483772438521e-003,-5.171168834584912e-002, 2.317864992474130e-001, 9.344918253653511e-001, 7.109796798015819e-001, 1.303202228910820e-001, 3.333989233928593e-001
 2.030000000000000e+000,-2.682855574626997e-003,-5.577570556637646e-002, 2.351919550056232e-001, 9.498837126402845e-001, 7.112254481503634e-001, 1.250484101558012e-001, 3.359327256608761e-001
 2.040000000000000e+000, 1.477895955726005e-003,-5.986254026051262e-002, 2.386035018691241e-001, 9.646070508040771e-001, 7.112567375404724e-001, 1.196417277748321e-001, 3.382816174935291e-001
 2.050000000000000e+000, 5.097138256410672e-003,-6.396453107894162e-002, 2.420113232976461e-001, 9.785464471655385e-001, 7.112192850810447e-001, 1.140802811689401e-001, 3.404451731590933e-001
 2.060000000000000e+000, 8.133213164970510e-003,-6.806826378902238e-002, 2.454025242164769e-001, 9.915778390336822e-001, 7.112836930866319e-001, 1.083891342463970e-001, 3.424451544429821e-001
 2.070000000000000e+000, 1.053653837494961e-002,-7.214959377761068e-002, 2.487551084140608e-001, 1.003577146016501e+000, 7.116001670690730e-001, 1.026248881068157e-001, 3.443207548641122e-001
 2.080000000000000e+000, 1.225956437996989e-002,-7.618047596300930e-002, 2.520230979255180e-001, 1.014422483020786e+000, 7.122716197164621e-001, 9.684871559227193e-002, 3.461305708439611e-001
 2.090000000000000e+000, 1.326546107235882e-002,-8.012308727739605e-002, 2.551235182348680e-001, 1.023994718797385e+000, 7.133331828057490e-001, 9.113448725963536e-002, 3.479479595112053e-001
 2.100000000000000e+000, 1.354081235000626e-002,-8.392958663482934e-002, 2.579247343000884e-001, 1.032177435512340e+000, 7.147583628791837e-001, 8.558094129837168e-002, 3.498434045623468e-001
 2.110000000000000e+000, 1.310017555686005e-002,-8.754233434733107e-002, 2.602493886185718e-001, 1.038860004047994e+000, 7.164759950950792e-001, 8.031347868009298e-002, 3.518591868087114e-001
 2.120000000000000e+000, 1.197572474093223e-002,-9.089745305933532e-002, 2.618964438501828e-001, 1.043940919579556e+000, 7.183922474479755e-001, 7.547022587831753e-002, 3.539996219488170e-001
 2.130000000000000e+000, 1.019676499947320e-002,-9.393049717220067e-002, 2.626733938867177e-001, 1.047329478392333e+000, 7.204143347465964e-001, 7.118292737095411e-002, 3.562402930233459e-001
 2.140000000000000e+000, 7.772309121616638e-003,-9.658129503734858e-002, 2.624239058357890e-001, 1.048946458029724e+000, 7.224700328283986e-001, 6.756607905664369e-002, 3.585422184192238e-001
 2.150000000000000e+000, 4.686187646655071e-003,-9.879698876646538e-002, 2.610430609226685e-001, 1.048723102597111e+000, 7.245127016874834e-001, 6.471670964801657e-002, 3.608629457193577e-001
 2.160000000000000e+000, 9.062187634594210e-004,-1.005334256840459e-001, 2.584809916081027e-001, 1.046596590548831e+000, 7.265171411656823e-001, 6.271711904086330e-002, 3.631647187268328e-001
 2.170000000000000e+000,-3.597799564691862e-003,-1.017542105352444e-001, 2.547389870966837e-001, 1.042504116438579e+000, 7.284783722968760e-001, 6.163663472619740e-002, 3.654192034205470e-001
 2.180000000000000e+000,-8.835890626117893e-003,-1.024283290738241e-001, 2.498621897752716e-001, 1.036381319840843e+000, 7.304070993720235e-001, 6.153064951192100e-002, 3.676051812450197e-001
 2.190000000000000e+000,-1.478409317461260e-002,-1.025297924100663e-001, 2.439320280033451e-001, 1.028167723419038e+000, 7.323189601058272e-001, 6.242867166402055e-002, 3.696964939955715e-001
 2.200000000000000e+000,-2.137591701991104e-002,-1.020417132610837e-001, 2.370603616826496e-001, 1.017817424310618e+000, 7.342325020785642e-001, 6.431146356147099e-002, 3.716459038030758e-001
 2.210000000000000e+000,-2.850301081271867e-002,-1.009635783907450e-001, 2.293863296392590e-001, 1.005314302269160e+000, 7.361751654159511e-001, 6.709261242559084e-002, 3.733777879362000e-001
 2.220000000000000e+000,-3.602595973784517e-002,-9.931768314868954e-002, 2.210743614630168e-001, 9.906908818505528e-001, 7.381782552492612e-001, 7.061242952047886e-002, 3.747926866901006e-001
 2.230000000000000e+000,-4.378696305393981e-002,-9.715200276494539e-002, 2.123092128253940e-001, 9.740447188575538e-001, 7.402589059853127e-001, 7.463824782333051e-002, 3.757753909611720e-001
 2.240000000000000e+000,-5.161964952358522e-002,-9.453925886474372e-002, 2.032853426250839e-001, 9.555457109906194e-001, 7.424082229278701e-001, 7.887217847466332e-002, 3.762113115547667e-001
 2.250000000000000e+000,-5.936155873374016e-002,-9.156986015617540e-002, 1.941925955702354e-001, 9.354330167327600e-001, 7.446044836438609e-001, 8.298249714689887e-002, 3.760241681911012e-001
 2.260000000000000e+000,-6.687227018524533e-002,-8.833659010948497e-002, 1.852028463534601e-001, 9.140026812107073e-001, 7.468515496671746e-001, 8.666442713444544e-002, 3.752227242114766e-001
 2.270000000000000e+000,-7.405108904482827e-002,-8.491662006498406e-002, 1.764611143288021e-001, 8.915889672904606e-001, 7.492152565338630e-001, 8.970277577462271e-002, 3.739220765923767e-001
 2.280000000000000e+000,-8.084772878563951e-002,-8.136035190188351e-002, 1.680826390705879e-001, 8.685452915973687e-001, 7.518272180713620e-001, 9.200450930074600e-002, 3.723190343109281e-001
 2.290000000000000e+000,-8.726495904283982e-002,-7.769101520294590e-002, 1.601559089005053e-001, 8.452277910984493e-001, 7.548519260427432e-001, 9.360372254761495e-002, 3.706346214216704e-001
 2.300000000000000e+000,-9.335518864080661e-002,-7.391241130516391e-002, 1.527494852491383e-001, 8.219799669588722e-001, 7.584300069502854e-001, 9.465676686101565e-002, 3.690554916923855e-001
 2.310000000000000e+000,-9.921261846149365e-002,-7.001997503989912e-002, 1.459186077925611e-001, 7.991193883159594e-001, 7.626157332756632e-001, 9.542607246251733e-002, 3.676938423849497e-001
 2.320000000000000e+000,-1.049615543776541e-001,-6.601081747254714e-002, 1.397084412228125e-001, 7.769302726230067e-001, 7.673325567003251e-001, 9.624339698968631e-002, 3.665673889158976e-001
 2.330000000000000e+000,-1.107413040922731e-001,-6.189027874291839e-002, 1.341540213577862e-001, 7.556615715001348e-001, 7.723612012305988e-001, 9.745535846131692e-002, 3.655995968827043e-001
 2.340000000000000e+000,-1.166898248019010e-001,-5.767410393809509e-002, 1.292790990354922e-001, 7.355258100876967e-001, 7.773555510427544e-001, 9.936211616866664e-002, 3.646432035072802e-001
 2.350000000000000e+000,-1.229274599652341e-001,-5.339211728646600e-002, 1.250939710446620e-001, 7.166934542443195e-001, 7.818876433372051e-001, 1.021589221043628e-001, 3.635274152911822e-001
 2.360000000000000e+000,-1.295510674797504e-001,-4.908060000101411e-002, 1.215949544458172e-001, 6.992899122181302e-001, 7.854999657369691e-001, 1.059125290590681e-001, 3.621033654282149e-001
 2.370000000000000e+000,-1.366290595723778e-001,-4.478243128077173e-002, 1.187619922349666e-001, 6.833909310992284e-001, 7.877882203843931e-001, 1.105592411013394e-001, 3.602709724441668e-001
 2.380000000000000e+000,-1.442001041571801e-001,-4.054217178909196e-002, 1.165587168149614e-001, 6.690187376308843e-001, 7.884673734760505e-001, 1.159315643326258e-001, 3.579825419854085e-001
 2.390000000000000e+000,-1.522702926695099e-001,-3.640197783897681e-002, 1.149350142026597e-001, 6.561370924986586e-001, 7.874184309509802e-001, 1.217954933446652e-001, 3.552456800936376e-001
 2.400000000000000e+000,-1.608103057366408e-001,-3.239818035107967e-002, 1.138317346045496e-001, 6.446503455131085e-001, 7.847128667299272e-001, 1.278898739355150e-001, 3.521264468874986e-001
 2.410000000000000e+000,-1.697592921616933e-001,-2.855507918542442e-002, 1.131859668344208e-001, 6.344128071940757e-001, 7.805853282160061e-001, 1.339684250612845e-001, 3.487356330331649e-001
 2.420000000000000e+000,-1.790257085885023e-001,-2.489305386603533e-002, 1.129338495595783e-001, 6.252402512653498e-001, 7.753823269438382e-001, 1.398185848468347e-001, 3.451995413007291e-001
 2.430000000000000e+000,-1.884981814094702e-001,-2.142589987178524e-002, 1.130131784390112e-001, 6.169326856854297e-001, 7.694845945267121e-001, 1.452783860025315e-001, 3.416136034696791e-001
 2.440000000000000e+000,-1.980526118874824e-001,-1.815931569567878e-002, 1.133643492090345e-001, 6.092855463901576e-001, 7.632826823103576e-001, 1.502483313132854e-001, 3.380326919453808e-001
 2.450000000000000e+000,-2.075595804165051e-001,-1.508630600203815e-002, 1.139305918196635e-001, 6.020908136704333e-001, 7.571716556336109e-001, 1.547065713931746e-001, 3.345021231339713e-001
 2.460000000000000e+000,-2.168933370143229e-001,-1.218804445079910e-002, 1.146573454212598e-001, 5.951436809639297e-001, 7.515134298557407e-001, 1.587085703903723e-001, 3.310773543620140e-001
 2.470000000000000e+000,-2.259418475132577e-001,-9.438585123841759e-003, 1.154918636492293e-001, 5.882578782738667e-001, 7.465797384012390e-001, 1.623696028193253e-001, 3.278178097348464e-001
 2.480000000000000e+000,-2.346144436950945e-001,-6.807330916154371e-003, 1.163839111291474e-001, 5.812789808056020e-001, 7.425222043576905e-001, 1.658351326518266e-001, 3.247835317098707e-001
 2.490000000000000e+000,-2.428465181260691e-001,-4.261022684605384e-003, 1.172871184932757e-001, 5.740950311588104e-001, 7.393728244520363e-001, 1.692438595217367e-001, 3.220295261440878e-001
 2.500000000000000e+000,-2.506027333173502e-001,-1.768883379044722e-003, 1.181603438942320e-001, 5.666460032903621e-001, 7.370611031930214e-001, 1.726996344736114e-001, 3.195784562608199e-001
 2.510000000000000e+000,-2.578777681867894e-001, 6.921214779241398e-004, 1.189683048877973e-001, 5.589270116416830e-001, 7.354439035015126e-001, 1.762615173482554e-001, 3.173905081377668e-001
 2.520000000000000e+000,-2.646923785036810e-001, 3.135641003684504e-003, 1.196813832934043e-001, 5.509829227326230e-001, 7.343415657702791e-001, 1.799444514489947e-001, 3.153696313010050e-001
 2.530000000000000e+000,-2.710859490688202e-001, 5.566137664619923e-003, 1.202750984214351e-001, 5.428980764233167e-001, 7.335656518108060e-001, 1.837244006275658e-001, 3.134076411212807e-001
 2.540000000000000e+000,-2.771095151170653e-001, 7.978691123048222e-003, 1.207290867570323e-001, 5.347851492234659e-001, 7.329275044566246e-001, 1.875464374202955e-001, 3.114291086042491e-001
 2.550000000000000e+000,-2.828201866893518e-001, 1.036009781425530e-002, 1.210262249707154e-001, 5.267743923260618e-001, 7.322439182914052e-001, 1.913343334603963e-001, 3.094072383243047e-001
 2.560000000000000e+000,-2.882751314814958e-001, 1.269264955642476e-002, 1.211533851901783e-001, 5.190035137996395e-001, 7.313630918329952e-001, 1.950029923191687e-001, 3.073511802895122e-001
 2.570000000000000e+000,-2.935260353683671e-001, 1.495829324803816e-002, 1.211031122992652e-001, 5.116093387761218e-001, 7.301912125546364e-001, 1.984718436081510e-001, 3.052870951171811e-001
 2.580000000000000e+000,-2.986169112819135e-001, 1.714042220567636e-002, 1.208742351003718e-001, 5.047222734000061e-001, 7.286846675979252e-001, 2.016738752486182e-001, 3.032449768607148e-001
 2.590000000000000e+000,-3.035849917746578e-001, 1.922392401827293e-002, 1.204715823046552e-001, 4.984628057254635e-001, 7.268205017943699e-001, 2.045590330698675e-001, 3.012484049128160e-001
 2.600000000000000e+000,-3.084614501209353e-001, 2.119532700295960e-002, 1.199061976485886e-001, 4.929375973706825e-001, 7.245816003631896e-001, 2.070945787189729e-001, 2.993087054420794e-001
 2.610000000000000e+000,-3.132698419454361e-001, 2.304289627087971e-002, 1.191955431540842e-001, 4.882333209819579e-001, 7.219595904599562e-001, 2.092670621015162e-001, 2.974249356837073e-001
 2.620000000000000e+000,-3.180234464045368e-001, 2.475640424377317e-002, 1.183620299570543e-001, 4.844097517213419e-001, 7.189559123333403e-001, 2.110858236263964e-001, 2.955906511435189e-001
 2.630000000000000e+000,-3.227246928391514e-001, 2.632713201856704e-002, 1.174298353071367e-001, 4.814959121697207e-001, 7.155770343144394e-001, 2.125800639958573e-001, 2.938072793842070e-001
 2.640000000000000e+000,-3.273679251493167e-001, 2.774824182515260e-002, 1.164211318780727e-001, 4.794907861625102e-001, 7.118338217734105e-001, 2.137873081561372e-001, 2.920917154904755e-001
 2.650000000000000e+000,-3.319429690931484e-001, 2.901551453330122e-002, 1.153523320519406e-001, 4.783660853558787e-001, 7.077468459783699e-001, 2.147434989184491e-001, 2.904713487324775e-001
 2.660000000000000e+000,-3.364364807024627e-001, 3.012863750569947e-002, 1.142310575265338e-001, 4.780679640746720e-001, 7.033524395350860e-001, 2.154826808255903e-001, 2.889766776658931e-001
 2.670000000000000e+000,-3.408305856550669e-001, 3.109313323407502e-002, 1.130556145350904e-001, 4.785179050688601e-001, 6.987098174776051e-001, 2.160414444047403e-001, 2.876335835239972e-001
 2.680000000000000e+000,-3.451004706467118e-001, 3.192122042468192e-002, 1.118182376332949e-001, 4.796147263505964e-001, 6.939029165612725e-001, 2.164593984544971e-001, 2.864545837568714e-001
 2.690000000000000e+000,-3.492083901567513e-001, 3.263105817885040e-002, 1.105152008694120e-001, 4.812388155803243e-001, 6.890233124809005e-001, 2.167791249260476e-001, 2.854385119192650e-001
 2.700000000000000e+000,-3.531033566923929e-001, 3.324132440213019e-002, 1.091548227587655e-001, 4.832575373303072e-001, 6.841568062406713e-001, 2.170431882427657e-001, 2.845837925823539e-001
 2.710000000000000e+000,-3.567166429728563e-001, 3.376971378346563e-002, 1.077689761166960e-001, 4.855339260120178e-001, 6.793830747144228e-001, 2.172951948415771e-001, 2.838931806288036e-001
 2.720000000000000e+000,-3.599642298783332e-001, 3.423226735147347e-002, 1.064165809953057e-001, 4.879360000389607e-001, 6.747895399104072e-001, 2.175734671351528e-001, 2.833662831108108e-001
 2.730000000000000e+000,-3.627550636580699e-001, 3.464314488217905e-002, 1.051793707108491e-001, 4.903442963562644e-001, 6.704749442273134e-001, 2.179020654153236e-001, 2.829886293616553e-001
 2.740000000000000e+000,-3.650033109412467e-001, 3.501305619786599e-002, 1.041508006817501e-001, 4.926558890307212e-001, 6.665365970675959e-001, 2.182861331831656e-001, 2.827315041162051e-001
 2.750000000000000e+000,-3.666393252743880e-001, 3.534717911514555e-002, 1.034217836479444e-001, 4.947849060165445e-001, 6.630541013889590e-001, 2.187187726356439e-001, 2.825602199447652e-001
 2.760000000000000e+000,-3.676160364870149e-001, 3.564474421164077e-002, 1.030666534230426e-001, 4.966611033790621e-001, 6.600819378890799e-001, 2.191969380910988e-001, 2.824396009267710e-001
 2.770000000000000e+000,-3.679100081551929e-001, 3.590152063595252e-002, 1.031321926880902e-001, 4.982288899520349e-001, 6.576487541490547e-001, 2.197333190138837e-001, 2.823352470955047e-001
 2.780000000000000e+000,-3.675176436132055e-001, 3.611402747404678e-002, 1.036322277053994e-001, 4.994480142995107e-001, 6.557570153374691e-001, 2.203575227942234e-001, 2.822174961812725e-001
 2.790000000000000e+000,-3.664479105251619e-001, 3.628298928453293e-002, 1.045484216577756e-001, 5.002956489192346e-001, 6.543842270020939e-001, 2.211139384981276e-001, 2.820683327905973e-001
 2.800000000000000e+000,-3.647141011627884e-001, 3.641497350957831e-002, 1.058350375279068e-001, 5.007697705856322e-001, 6.534878512630599e-001, 2.220613693702478e-001, 2.818808866501083e-001
 2.810000000000000e+000,-3.623288602459964e-001, 3.652280468055619e-002, 1.074240562926869e-001, 5.008943460244509e-001, 6.530134264938854e-001, 2.232709118175293e-001, 2.816468114318510e-001
 2.820000000000000e+000,-3.593067651563695e-001, 3.662481857043434e-002, 1.092289071392504e-001, 5.007269083939203e-001, 6.529037112825779e-001, 2.248210692212589e-001, 2.813441370113094e-001
 2.830000000000000e+000,-3.556743746929885e-001, 3.674247604582510e-002, 1.111496701018145e-001, 5.003689924195371e-001, 6.530991053091499e-001, 2.267886793669014e-001, 2.809383460631776e-001
 2.840000000000000e+000,-3.514847219365278e-001, 3.689491318508988e-002, 1.130832213501756e-001, 4.999765391683345e-001, 6.535265762022818e-001, 2.292303275892518e-001, 2.803977351357779e-001
 2.850000000000000e+000,-3.468243041556094e-001, 3.709176951180594e-002, 1.149410909045052e-001, 4.997661131686965e-001, 6.540769362415144e-001, 2.321654002748457e-001, 2.797098532565313e-001
 2.860000000000000e+000,-3.418136283931674e-001, 3.732382091502842e-002, 1.166659162488710e-001, 5.000063749577756e-001, 6.546038989592544e-001, 2.355617373720129e-001, 2.788939016615593e-001
 2.870000000000000e+000,-3.365955062186818e-001, 3.755798658569791e-002, 1.182435914716018e-001, 5.009957595538597e-001, 6.549403600530174e-001, 2.393295286024668e-001, 2.779968635545754e-001
 2.880000000000000e+000,-3.313159293278716e-001, 3.774022536523981e-002, 1.197083733138436e-001, 5.030289089481317e-001, 6.549362623826690e-001, 2.433252570414468e-001, 2.770841988131348e-001
 2.890000000000000e+000,-3.261105001721527e-001, 3.779706227149977e-002, 1.211350018421703e-001, 5.063708810919437e-001, 6.544750477761417e-001, 2.473662409844433e-001, 2.762175702993081e-001
 2.900000000000000e+000,-3.210772797091730e-001, 3.765529657391564e-002, 1.226321411245045e-001, 5.112177574616924e-001, 6.535354129437928e-001, 2.512567658385334e-001, 2.754651455153007e-001
 2.910000000000000e+000,-3.162705888851571e-001, 3.724577592407149e-002, 1.243192883257845e-001, 5.176846531888660e-001, 6.521719382136895e-001, 2.548011696455637e-001, 2.748923789783178e-001
