Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristAbduction
 2.920000000000000e+000,-3.116941182303974e-001, 3.651156572215486e-002, 1.263082243234069e-001, 5.257939676175080e-001, 6.505018838010421e-001, 2.578182673963774e-001, 2.745683429670938e-001
 2.930000000000000e+000,-3.073049531795491e-001, 3.541185093606085e-002, 1.286880651001714e-001, 5.354772555600981e-001, 6.486723818914950e-001, 2.601584452065788e-001, 2.745635443734261e-001
 2.940000000000000e+000,-3.030272394089524e-001, 3.392601574060616e-002, 1.315165948867762e-001, 5.465918832882298e-001, 6.468257540330298e-001, 2.617226717292061e-001, 2.749377577225433e-001
 2.950000000000000e+000,-2.987700131748046e-001, 3.205845577663865e-002, 1.348183010450606e-001, 5.589475205106962e-001, 6.450807077583852e-001, 2.624755693978620e-001, 2.757192672351944e-001
 2.960000000000000e+000,-2.944415058945151e-001, 2.984003119477659e-002, 1.385887520149515e-001, 5.723323793726393e-001, 6.435274011142448e-001, 2.624436578652472e-001, 2.768877271743033e-001
 2.970000000000000e+000,-2.899576250930105e-001, 2.732319734500243e-002, 1.428022545600318e-001, 5.865343995033843e-001, 6.422201580090208e-001, 2.616980905168462e-001, 2.783745680781995e-001
 2.980000000000000e+000,-2.852464222299556e-001, 2.457329448536898e-002, 1.474188453116793e-001, 6.013565458024344e-001, 6.411689826726044e-001, 2.603333324521315e-001, 2.800782531417335e-001
 2.990000000000000e+000,-2.802502504470723e-001, 2.165983892916716e-002, 1.523895844752391e-001, 6.166254241169031e-001, 6.403435578736746e-001, 2.584554473101572e-001, 2.818854159381623e-001
 3.000000000000000e+000,-2.749268647088892e-001, 1.864964770339115e-002, 1.576613333699773e-001, 6.321954001018033e-001, 6.396883013934570e-001, 2.561797116682356e-001, 2.836949587688799e-001
 3.010000000000000e+000,-2.692501292061975e-001, 1.560200346005566e-002, 1.631811753828425e-001, 6.479528821301831e-001, 6.391354625637258e-001, 2.536263746374960e-001, 2.854308223377930e-001
 3.020000000000000e+000,-2.632097685312256e-001, 1.256555409780606e-002, 1.688989730265918e-001, 6.638192877179437e-001, 6.386120613747144e-001, 2.509121055706896e-001, 2.870295483131594e-001
 3.030000000000000e+000,-2.568099094529832e-001, 9.576892472986624e-003, 1.747672689325132e-001, 6.797478256666923e-001, 6.380432380119262e-001, 2.481416612711007e-001, 2.884203406829062e-001
 3.040000000000000e+000,-2.500675681815210e-001, 6.660764460928031e-003, 1.807398802633438e-001, 6.957177622956740e-001, 6.373473273766681e-001, 2.453946355941306e-001, 2.895194798796186e-001
 3.050000000000000e+000,-2.430113356272092e-001, 3.832080979651109e-003, 1.867707208834755e-001, 7.117299926469389e-001, 6.364201389494464e-001, 2.427053074893468e-001, 2.902369625216171e-001
 3.060000000000000e+000,-2.356797293336062e-001, 1.099745022754093e-003, 1.928135019564820e-001, 7.277984085523048e-001, 6.351307256833974e-001, 2.400561177852763e-001, 2.904932621233745e-001
 3.070000000000000e+000,-2.281195934394313e-001,-1.528562826824347e-003, 1.988227825546103e-001, 7.439336352163585e-001, 6.333564059897118e-001, 2.374011024308915e-001, 2.902484144189529e-001
 3.080000000000000e+000,-2.203834006313754e-001,-4.041452801635695e-003, 2.047558110512013e-001, 7.601230691554142e-001, 6.310516334714929e-001, 2.347038751415913e-001, 2.895370466703222e-001
 3.090000000000000e+000,-2.125242557299782e-001,-6.420695631629151e-003, 2.105728440610742e-001, 7.763171042861399e-001, 6.283043989314546e-001, 2.319640613912319e-001, 2.884924725639559e-001
 3.100000000000000e+000,-2.045920213814152e-001,-8.643041905156843e-003, 2.162361483139808e-001, 7.924342467954785e-001, 6.253241017594400e-001, 2.292204389540915e-001, 2.873238645362081e-001
 3.110000000000000e+000,-1.966360032246257e-001,-1.068526634238883e-002, 2.217079565297620e-001, 8.083868669434597e-001, 6.223586144966213e-001, 2.265366400843796e-001, 2.862407789606320e-001
 3.120000000000000e+000,-1.887155596590380e-001,-1.252454893650972e-002, 2.269556747314025e-001, 8.241065455227985e-001, 6.196059988975488e-001, 2.239889918184117e-001, 2.853834108624716e-001
 3.130000000000000e+000,-1.809068279073365e-001,-1.413895319106913e-002, 2.319576855342181e-001, 8.395569981178669e-001, 6.171710427804220e-001, 2.216568838528461e-001, 2.848027956051116e-001
 3.140000000000000e+000,-1.732960926503446e-001,-1.551419566207384e-002, 2.367039446198948e-001, 8.547315566076612e-001, 6.150619845008438e-001, 2.196095616481730e-001, 2.844810053318212e-001
 3.150000000000000e+000,-1.659673956608243e-001,-1.665126613992174e-002, 2.411919780903673e-001, 8.696407919545810e-001, 6.132066171840692e-001, 2.178941184160936e-001, 2.843670759152032e-001
 3.160000000000000e+000,-1.589949733067300e-001,-1.756731029435897e-002, 2.454233234905874e-001, 8.842991437163248e-001, 6.114832758538770e-001, 2.165304839611872e-001, 2.844033935280116e-001
 3.170000000000000e+000,-1.524406052735154e-001,-1.829179327718627e-002, 2.494017240942264e-001, 8.987162354739121e-001, 6.097620426638148e-001, 2.155088873645672e-001, 2.845360039886966e-001
 3.180000000000000e+000,-1.463532472048332e-001,-1.886233900975966e-002, 2.531323093193714e-001, 9.128933911785643e-001, 6.079405547698175e-001, 2.147873781937997e-001, 2.847197845952854e-001
 3.190000000000000e+000,-1.407697251526858e-001,-1.932117285158613e-002, 2.566210539695307e-001, 9.268203468881858e-001, 6.059629043340953e-001, 2.142946950616149e-001, 2.849213736924449e-001
 3.200000000000000e+000,-1.357159692716918e-001,-1.971162248358875e-002, 2.598737096965244e-001, 9.404676638542528e-001, 6.038204106059523e-001, 2.139417671805424e-001, 2.851222105329475e-001
 3.210000000000000e+000,-1.312094511953286e-001,-2.007470366535245e-002, 2.628942421174998e-001, 9.537787888153525e-001, 6.015419038169989e-001, 2.136373820567510e-001, 2.853255895463654e-001
 3.220000000000000e+000,-1.272640130441207e-001,-2.044662215772273e-002, 2.656837978122364e-001, 9.666692544590759e-001, 5.991826707701095e-001, 2.133011995792853e-001, 2.855595913717900e-001
 3.230000000000000e+000,-1.238970783723430e-001,-2.085778571032979e-002, 2.682408906829832e-001, 9.790349800241379e-001, 5.968154747585163e-001, 2.128705550445236e-001, 2.858673639587410e-001
 3.240000000000000e+000,-1.211368637295269e-001,-2.133100542891872e-002, 2.705617594221340e-001, 9.907639108456513e-001, 5.945206606250651e-001, 2.123038409136639e-001, 2.862902930137823e-001
 3.250000000000000e+000,-1.190201333636713e-001,-2.188799724823289e-002, 2.726369528866055e-001, 1.001739869890038e+000, 5.923854337157970e-001, 2.115760181595414e-001, 2.868603740669701e-001
 3.260000000000000e+000,-1.175928840922664e-001,-2.254022252504679e-002, 2.744470997754390e-001, 1.011844878626739e+000, 5.904820946530883e-001, 2.106873331835750e-001, 2.875949209130396e-001
 3.270000000000000e+000,-1.169004122651631e-001,-2.329334302623741e-002, 2.759544194156980e-001, 1.020955991355954e+000, 5.888660872953404e-001, 2.096576769863825e-001, 2.885003322950958e-001
 3.280000000000000e+000,-1.169792334432851e-001,-2.414290110040536e-002, 2.770939024561295e-001, 1.028944743145714e+000, 5.875718154253397e-001, 2.085257075240228e-001, 2.895751086410424e-001
 3.290000000000000e+000,-1.178476786192260e-001,-2.507092100009287e-002, 2.777653608515749e-001, 1.035676006559193e+000, 5.866188289220257e-001, 2.073494795476945e-001, 2.908161967549721e-001
 3.300000000000000e+000,-1.194989955374957e-001,-2.604581045023862e-002, 2.778311488003909e-001, 1.041007922598102e+000, 5.860205915984420e-001, 2.062089072163160e-001, 2.922211935984024e-001
 3.310000000000000e+000,-1.219057029677257e-001,-2.701821586200442e-002, 2.771251903514633e-001, 1.044796927454609e+000, 5.857804385697770e-001, 2.052116091857594e-001, 2.937793790136929e-001
 3.320000000000000e+000,-1.250254423522519e-001,-2.793224920077127e-002, 2.754703245410829e-001, 1.046901691245452e+000, 5.859028166589940e-001, 2.044817736012461e-001, 2.954681117212522e-001
 3.330000000000000e+000,-1.288197139851579e-001,-2.872628433889733e-002, 2.727041308602208e-001, 1.047190756811675e+000, 5.863883796509252e-001, 2.041532632749523e-001, 2.972540688649483e-001
 3.340000000000000e+000,-1.332673729470302e-001,-2.934072846674556e-002, 2.687026305146668e-001, 1.045548209939616e+000, 5.872283521956119e-001, 2.043529515651954e-001, 2.991023844983884e-001
 3.350000000000000e+000,-1.383687313087179e-001,-2.972377457043884e-002, 2.633974293845399e-001, 1.041877322683688e+000, 5.883941580884485e-001, 2.051828249567991e-001, 3.009822493764024e-001
 3.360000000000000e+000,-1.441370022044872e-001,-2.983518248976466e-002, 2.567848575037280e-001, 1.036101430828226e+000, 5.898352546753019e-001, 2.067021376555902e-001, 3.028648820132266e-001
 3.370000000000000e+000,-1.505812843985666e-001,-2.964847218756941e-002, 2.489285569963399e-001, 1.028165573200469e+000, 5.914838718312317e-001, 2.089110379084813e-001, 3.047141414570715e-001
 3.380000000000000e+000,-1.576882242404993e-001,-2.915328243011480e-002, 2.399564726268890e-001, 1.018041958593215e+000, 5.932538018070084e-001, 2.117373067080997e-001, 3.064741657213836e-001
 3.390000000000000e+000,-1.654087477813064e-001,-2.835910504375759e-002, 2.300526176921764e-001, 1.005740140366484e+000, 5.950291620666909e-001, 2.150252234488201e-001, 3.080582882577785e-001
 3.400000000000000e+000,-1.736534751015166e-001,-2.729938637713264e-002, 2.194450531695426e-001, 9.913226429709346e-001, 5.966544466235016e-001, 2.185265925348749e-001, 3.093398518222627e-001
 3.410000000000000e+000,-1.822966829580945e-001,-2.603293803617792e-002, 2.083921944177644e-001, 9.749217930245220e-001, 5.979440067891876e-001, 2.219027823755377e-001, 3.101550522721600e-001
 3.420000000000000e+000,-1.911854567726115e-001,-2.463899849933063e-002, 1.971684498954950e-001, 9.567473602762014e-001, 5.987237761808552e-001, 2.247483083451403e-001, 3.103377234576199e-001
 3.430000000000000e+000,-2.001501549547677e-001,-2.320514233508561e-002, 1.860484631671911e-001, 9.370829088852370e-001, 5.988874722086490e-001, 2.266356973069605e-001, 3.097742517815822e-001
 3.440000000000000e+000,-2.090142062885325e-001,-2.181220165833691e-002, 1.752897556815558e-001, 9.162804100681331e-001, 5.984282429125428e-001, 2.271751835165836e-001, 3.084332059322312e-001
 3.450000000000000e+000,-2.176026938522595e-001,-2.052196822843281e-002, 1.651166643447693e-001, 8.947568988509227e-001, 5.974340867751803e-001, 2.260845678417456e-001, 3.063557642009507e-001
 3.460000000000000e+000,-2.257496684838896e-001,-1.937128250432436e-002, 1.557099411749480e-001, 8.729885366382192e-001, 5.960627254708404e-001, 2.232572976748173e-001, 3.036363659748294e-001
 3.470000000000000e+000,-2.333046507220180e-001,-1.837286516047373e-002, 1.472041304803988e-001, 8.515015038831532e-001, 5.945070161617664e-001, 2.188034912809442e-001, 3.004129300729706e-001
 3.480000000000000e+000,-2.401161745919427e-001,-1.753875184616403e-002, 1.397256714240077e-001, 8.309198887637457e-001, 5.929505287897204e-001, 2.130471561478033e-001, 2.968861814140956e-001
 3.490000000000000e+000,-2.461107501645350e-001,-1.682015319027584e-002, 1.332812381745826e-001, 8.117703618239055e-001, 5.915436527867244e-001, 2.064857174738946e-001, 2.932150035501309e-001
 3.500000000000000e+000,-2.513954602258353e-001,-1.612649737164029e-002, 1.276792896973328e-001, 7.940418236118095e-001, 5.903372079311826e-001, 1.995005069834130e-001, 2.894222239806706e-001
